,ts_code,exchange,name,per_unit,opt_type,call_put,exercise_type,exercise_price,maturity_date,list_date,delist_date
1473,10000858.SH,SSE,华夏上证50ETF期权1704认购2.35,10000.0,ETF期权,C,欧式,2.35,20170426,20170223,20170426
1474,10000859.SH,SSE,华夏上证50ETF期权1704认购2.40,10000.0,ETF期权,C,欧式,2.4,20170426,20170223,20170426
1475,10000860.SH,SSE,华夏上证50ETF期权1704认购2.45,10000.0,ETF期权,C,欧式,2.45,20170426,20170223,20170426
1476,10000861.SH,SSE,华夏上证50ETF期权1704认购2.50,10000.0,ETF期权,C,欧式,2.5,20170426,20170223,20170426
1477,10000862.SH,SSE,华夏上证50ETF期权1704认沽2.30,10000.0,ETF期权,P,欧式,2.3,20170426,20170223,20170426
1478,10000863.SH,SSE,华夏上证50ETF期权1704认沽2.35,10000.0,ETF期权,P,欧式,2.35,20170426,20170223,20170426
1479,10000864.SH,SSE,华夏上证50ETF期权1704认沽2.40,10000.0,ETF期权,P,欧式,2.4,20170426,20170223,20170426
1480,10000865.SH,SSE,华夏上证50ETF期权1704认沽2.45,10000.0,ETF期权,P,欧式,2.45,20170426,20170223,20170426
1481,10000866.SH,SSE,华夏上证50ETF期权1704认沽2.50,10000.0,ETF期权,P,欧式,2.5,20170426,20170223,20170426
1482,10000186.SH,SSE,华夏上证50ETF期权1512认购3.30,10000.0,ETF期权,C,欧式,3.3,20151223,20150423,20151223
1483,10000663.SH,SSE,华夏上证50ETF期权1607认购2.35,10000.0,ETF期权,C,欧式,2.35,20160727,20160713,20160727
1484,10000632.SH,SSE,华夏上证50ETF期权1607认购2.00,10000.0,ETF期权,C,欧式,2.0,20160727,20160526,20160727
1485,10000021.SH,SSE,华夏上证50ETF期权1506认购2.20,10000.0,ETF期权,C,欧式,2.2,20150624,20150209,20150624
1486,10000741.SH,SSE,华夏上证50ETF期权1611认购2.50,10000.0,ETF期权,C,欧式,2.5,20161123,20161122,20161123
1487,10000476.SH,SSE,华夏上证50ETF期权1511认沽2.65,10000.0,ETF期权,P,欧式,2.65,20151125,20151110,20151125
1488,10000331.SH,SSE,华夏上证50ETF期权1512认购2.25,10000.0,ETF期权,C,欧式,2.25,20151223,20150821,20151223
1489,10000044.SH,SSE,华夏上证50ETF期权1504认沽2.45,10000.0,ETF期权,P,欧式,2.45,20150422,20150210,20150422
1490,10000651.SH,SSE,华夏上证50ETF期权1608认沽2.05,10000.0,ETF期权,P,欧式,2.05,20160824,20160623,20160824
1491,10001497.SH,SSE,华夏上证50ETF期权1810认购2.20,10000.0,ETF期权,C,欧式,2.2,20181024,20181019,20181024
1492,10001498.SH,SSE,华夏上证50ETF期权1810认沽2.20,10000.0,ETF期权,P,欧式,2.2,20181024,20181019,20181024
1493,10001499.SH,SSE,华夏上证50ETF期权1811认购2.20,10000.0,ETF期权,C,欧式,2.2,20181128,20181019,20181128
1494,10001500.SH,SSE,华夏上证50ETF期权1811认沽2.20,10000.0,ETF期权,P,欧式,2.2,20181128,20181019,20181128
1495,10000267.SH,SSE,华夏上证50ETF期权1508认沽2.70,10000.0,ETF期权,P,欧式,2.7,20150826,20150629,20150826
1496,10001353.SH,SSE,华夏上证50ETF期权1806认购2.40,10000.0,ETF期权,C,欧式,2.4,20180627,20180531,20180627
1497,10001354.SH,SSE,华夏上证50ETF期权1806认沽2.40,10000.0,ETF期权,P,欧式,2.4,20180627,20180531,20180627
1498,10001355.SH,SSE,华夏上证50ETF期权1807认购2.40,10000.0,ETF期权,C,欧式,2.4,20180725,20180531,20180725
1499,10001356.SH,SSE,华夏上证50ETF期权1807认沽2.40,10000.0,ETF期权,P,欧式,2.4,20180725,20180531,20180725
1500,10001357.SH,SSE,华夏上证50ETF期权1809认购2.40,10000.0,ETF期权,C,欧式,2.4,20180926,20180531,20180926
1501,10001358.SH,SSE,华夏上证50ETF期权1809认沽2.40,10000.0,ETF期权,P,欧式,2.4,20180926,20180531,20180926
1502,10001359.SH,SSE,华夏上证50ETF期权1812认购2.352,10202.0,ETF期权,C,欧式,2.352,20181226,20180531,20181226
1503,10001360.SH,SSE,华夏上证50ETF期权1812认沽2.352,10202.0,ETF期权,P,欧式,2.352,20181226,20180531,20181226
1504,10000669.SH,SSE,华夏上证50ETF期权1612认购2.299,10220.0,ETF期权,C,欧式,2.299,20161228,20160713,20161228
1505,10000521.SH,SSE,华夏上证50ETF期权1602认沽2.10,10000.0,ETF期权,P,欧式,2.1,20160224,20160108,20160224
1506,10000198.SH,SSE,华夏上证50ETF期权1509认沽3.50,10000.0,ETF期权,P,欧式,3.5,20150923,20150428,20150923
1507,10000740.SH,SSE,华夏上证50ETF期权1706认沽2.397,10220.0,ETF期权,P,欧式,2.397,20170628,20161104,20170628
1508,10000065.SH,SSE,华夏上证50ETF期权1503认购2.60,10000.0,ETF期权,C,欧式,2.6,20150325,20150317,20150325
1509,10000533.SH,SSE,华夏上证50ETF期权1602认购2.00,10000.0,ETF期权,C,欧式,2.0,20160224,20160114,20160224
1510,10000355.SH,SSE,华夏上证50ETF期权1508认沽2.05,10000.0,ETF期权,P,欧式,2.05,20150826,20150825,20150826
1511,10000551.SH,SSE,华夏上证50ETF期权1606认购1.85,10000.0,ETF期权,C,欧式,1.85,20160622,20160127,20160622
1512,10000361.SH,SSE,华夏上证50ETF期权1509认沽1.95,10000.0,ETF期权,P,欧式,1.95,20150923,20150825,20150923
1513,10000987.SH,SSE,华夏上证50ETF期权1803认购2.504,10185.0,ETF期权,C,欧式,2.504,20180328,20170807,20180328
1514,10000988.SH,SSE,华夏上证50ETF期权1803认沽2.504,10185.0,ETF期权,P,欧式,2.504,20180328,20170807,20180328
1515,10000033.SH,SSE,华夏上证50ETF期权1509认购2.30,10000.0,ETF期权,C,欧式,2.3,20150923,20150209,20150923
1516,10000052.SH,SSE,华夏上证50ETF期权1504认沽2.50,10000.0,ETF期权,P,欧式,2.5,20150422,20150212,20150422
1517,10000295.SH,SSE,华夏上证50ETF期权1603认沽2.80,10000.0,ETF期权,P,欧式,2.8,20160323,20150723,20160323
1518,10000760.SH,SSE,华夏上证50ETF期权1612认沽2.495,10220.0,ETF期权,P,欧式,2.495,20161228,20161125,20161228
1519,10001229.SH,SSE,华夏上证50ETF期权1809认购2.85,10000.0,ETF期权,C,欧式,2.85,20180926,20180130,20180926
1520,10001230.SH,SSE,华夏上证50ETF期权1809认沽2.85,10000.0,ETF期权,P,欧式,2.85,20180926,20180130,20180926
1521,10000709.SH,SSE,华夏上证50ETF期权1610认购2.15,10000.0,ETF期权,C,欧式,2.15,20161026,20160826,20161026
1522,10000624.SH,SSE,华夏上证50ETF期权1612认沽2.202,10220.0,ETF期权,P,欧式,2.202,20161228,20160428,20161228
1523,10000202.SH,SSE,华夏上证50ETF期权1512认沽2.95,10000.0,ETF期权,P,欧式,2.95,20151223,20150506,20151223
1524,10001719.SH,SSE,华夏上证50ETF期权1902认购2.85,10000.0,ETF期权,C,欧式,2.85,20190227,20190226,20190227
1525,10001720.SH,SSE,华夏上证50ETF期权1902认购2.90,10000.0,ETF期权,C,欧式,2.9,20190227,20190226,20190227
1526,10001721.SH,SSE,华夏上证50ETF期权1902认购2.95,10000.0,ETF期权,C,欧式,2.95,20190227,20190226,20190227
1527,10001722.SH,SSE,华夏上证50ETF期权1902认购3.00,10000.0,ETF期权,C,欧式,3.0,20190227,20190226,20190227
1528,10001723.SH,SSE,华夏上证50ETF期权1902认沽2.85,10000.0,ETF期权,P,欧式,2.85,20190227,20190226,20190227
1529,10001724.SH,SSE,华夏上证50ETF期权1902认沽2.90,10000.0,ETF期权,P,欧式,2.9,20190227,20190226,20190227
1530,10001725.SH,SSE,华夏上证50ETF期权1902认沽2.95,10000.0,ETF期权,P,欧式,2.95,20190227,20190226,20190227
1531,10001726.SH,SSE,华夏上证50ETF期权1902认沽3.00,10000.0,ETF期权,P,欧式,3.0,20190227,20190226,20190227
1532,10001727.SH,SSE,华夏上证50ETF期权1903认购2.85,10000.0,ETF期权,C,欧式,2.85,20190327,20190226,20190327
1533,10001728.SH,SSE,华夏上证50ETF期权1903认购2.90,10000.0,ETF期权,C,欧式,2.9,20190327,20190226,20190327
1534,10001729.SH,SSE,华夏上证50ETF期权1903认购2.95,10000.0,ETF期权,C,欧式,2.95,20190327,20190226,20190327
1535,10001730.SH,SSE,华夏上证50ETF期权1903认购3.00,10000.0,ETF期权,C,欧式,3.0,20190327,20190226,20190327
1536,10001731.SH,SSE,华夏上证50ETF期权1903认沽2.85,10000.0,ETF期权,P,欧式,2.85,20190327,20190226,20190327
1537,10001732.SH,SSE,华夏上证50ETF期权1903认沽2.90,10000.0,ETF期权,P,欧式,2.9,20190327,20190226,20190327
1538,10001733.SH,SSE,华夏上证50ETF期权1903认沽2.95,10000.0,ETF期权,P,欧式,2.95,20190327,20190226,20190327
1539,10001734.SH,SSE,华夏上证50ETF期权1903认沽3.00,10000.0,ETF期权,P,欧式,3.0,20190327,20190226,20190327
1540,10001735.SH,SSE,华夏上证50ETF期权1906认购2.85,10000.0,ETF期权,C,欧式,2.85,20190626,20190226,20190626
1541,10001736.SH,SSE,华夏上证50ETF期权1906认购2.90,10000.0,ETF期权,C,欧式,2.9,20190626,20190226,20190626
1542,10001737.SH,SSE,华夏上证50ETF期权1906认购2.95,10000.0,ETF期权,C,欧式,2.95,20190626,20190226,20190626
1543,10001738.SH,SSE,华夏上证50ETF期权1906认购3.00,10000.0,ETF期权,C,欧式,3.0,20190626,20190226,20190626
1544,10001739.SH,SSE,华夏上证50ETF期权1906认沽2.85,10000.0,ETF期权,P,欧式,2.85,20190626,20190226,20190626
1545,10001740.SH,SSE,华夏上证50ETF期权1906认沽2.90,10000.0,ETF期权,P,欧式,2.9,20190626,20190226,20190626
1546,10001741.SH,SSE,华夏上证50ETF期权1906认沽2.95,10000.0,ETF期权,P,欧式,2.95,20190626,20190226,20190626
1547,10001742.SH,SSE,华夏上证50ETF期权1906认沽3.00,10000.0,ETF期权,P,欧式,3.0,20190626,20190226,20190626
1548,10001743.SH,SSE,华夏上证50ETF期权1909认购2.85,10000.0,ETF期权,C,欧式,2.85,20190925,20190226,20190925
1549,10001744.SH,SSE,华夏上证50ETF期权1909认购2.90,10000.0,ETF期权,C,欧式,2.9,20190925,20190226,20190925
1550,10001745.SH,SSE,华夏上证50ETF期权1909认购2.95,10000.0,ETF期权,C,欧式,2.95,20190925,20190226,20190925
1551,10001746.SH,SSE,华夏上证50ETF期权1909认购3.00,10000.0,ETF期权,C,欧式,3.0,20190925,20190226,20190925
1552,10001747.SH,SSE,华夏上证50ETF期权1909认沽2.85,10000.0,ETF期权,P,欧式,2.85,20190925,20190226,20190925
1553,10001748.SH,SSE,华夏上证50ETF期权1909认沽2.90,10000.0,ETF期权,P,欧式,2.9,20190925,20190226,20190925
1554,10001749.SH,SSE,华夏上证50ETF期权1909认沽2.95,10000.0,ETF期权,P,欧式,2.95,20190925,20190226,20190925
1555,10001750.SH,SSE,华夏上证50ETF期权1909认沽3.00,10000.0,ETF期权,P,欧式,3.0,20190925,20190226,20190925
1556,10000519.SH,SSE,华夏上证50ETF期权1602认购2.10,10000.0,ETF期权,C,欧式,2.1,20160224,20160108,20160224
1557,10000824.SH,SSE,华夏上证50ETF期权1612认沽2.20,10000.0,ETF期权,P,欧式,2.2,20161228,20161216,20161228
1558,10000293.SH,SSE,华夏上证50ETF期权1603认沽2.70,10000.0,ETF期权,P,欧式,2.7,20160323,20150723,20160323
1559,10000367.SH,SSE,华夏上证50ETF期权1512认购2.05,10000.0,ETF期权,C,欧式,2.05,20151223,20150825,20151223
1560,10000494.SH,SSE,华夏上证50ETF期权1601认沽2.30,10000.0,ETF期权,P,欧式,2.3,20160127,20151130,20160127
1561,10000330.SH,SSE,华夏上证50ETF期权1508认沽2.25,10000.0,ETF期权,P,欧式,2.25,20150826,20150821,20150826
1562,10000755.SH,SSE,华夏上证50ETF期权1701认沽2.299,10220.0,ETF期权,P,欧式,2.299,20170125,20161124,20170125
1563,10000726.SH,SSE,华夏上证50ETF期权1611认沽2.40,10000.0,ETF期权,P,欧式,2.4,20161123,20161019,20161123
1564,10000541.SH,SSE,华夏上证50ETF期权1606认购1.95,10000.0,ETF期权,C,欧式,1.95,20160622,20160118,20160622
1565,10000062.SH,SSE,华夏上证50ETF期权1506认沽2.55,10000.0,ETF期权,P,欧式,2.55,20150624,20150227,20150624
1566,10000514.SH,SSE,华夏上证50ETF期权1602认沽2.25,10000.0,ETF期权,P,欧式,2.25,20160224,20160105,20160224
1567,10000764.SH,SSE,华夏上证50ETF期权1703认沽2.495,10220.0,ETF期权,P,欧式,2.495,20170322,20161125,20170322
1568,10000592.SH,SSE,华夏上证50ETF期权1609认沽2.20,10000.0,ETF期权,P,欧式,2.2,20160928,20160307,20160928
1569,10000429.SH,SSE,华夏上证50ETF期权1511认购2.20,10000.0,ETF期权,C,欧式,2.2,20151125,20150924,20151125
1570,10000782.SH,SSE,华夏上证50ETF期权1701认沽2.30,10000.0,ETF期权,P,欧式,2.3,20170125,20161129,20170125
1571,10001003.SH,SSE,华夏上证50ETF期权1709认购2.90,10000.0,ETF期权,C,欧式,2.9,20170927,20170829,20170927
1572,10001004.SH,SSE,华夏上证50ETF期权1709认沽2.90,10000.0,ETF期权,P,欧式,2.9,20170927,20170829,20170927
1573,10001005.SH,SSE,华夏上证50ETF期权1710认购2.90,10000.0,ETF期权,C,欧式,2.9,20171025,20170829,20171025
1574,10001006.SH,SSE,华夏上证50ETF期权1710认沽2.90,10000.0,ETF期权,P,欧式,2.9,20171025,20170829,20171025
1575,10001007.SH,SSE,华夏上证50ETF期权1712认购2.847,10185.0,ETF期权,C,欧式,2.847,20171227,20170829,20171227
1576,10001008.SH,SSE,华夏上证50ETF期权1712认沽2.847,10185.0,ETF期权,P,欧式,2.847,20171227,20170829,20171227
1577,10001009.SH,SSE,华夏上证50ETF期权1803认购2.847,10185.0,ETF期权,C,欧式,2.847,20180328,20170829,20180328
1578,10001010.SH,SSE,华夏上证50ETF期权1803认沽2.847,10185.0,ETF期权,P,欧式,2.847,20180328,20170829,20180328
1579,10000192.SH,SSE,华夏上证50ETF期权1512认沽3.40,10000.0,ETF期权,P,欧式,3.4,20151223,20150423,20151223
1580,10001179.SH,SSE,华夏上证50ETF期权1801认购3.30,10000.0,ETF期权,C,欧式,3.3,20180124,20180108,20180124
1581,10001180.SH,SSE,华夏上证50ETF期权1801认沽3.30,10000.0,ETF期权,P,欧式,3.3,20180124,20180108,20180124
1582,10001181.SH,SSE,华夏上证50ETF期权1802认购3.30,10000.0,ETF期权,C,欧式,3.3,20180228,20180108,20180228
1583,10001182.SH,SSE,华夏上证50ETF期权1802认沽3.30,10000.0,ETF期权,P,欧式,3.3,20180228,20180108,20180228
1584,10001183.SH,SSE,华夏上证50ETF期权1803认购3.30,10000.0,ETF期权,C,欧式,3.3,20180328,20180108,20180328
1585,10001184.SH,SSE,华夏上证50ETF期权1803认沽3.30,10000.0,ETF期权,P,欧式,3.3,20180328,20180108,20180328
1586,10001185.SH,SSE,华夏上证50ETF期权1806认购3.30,10000.0,ETF期权,C,欧式,3.3,20180627,20180108,20180627
1587,10001186.SH,SSE,华夏上证50ETF期权1806认沽3.30,10000.0,ETF期权,P,欧式,3.3,20180627,20180108,20180627
1588,10000040.SH,SSE,华夏上证50ETF期权1509认沽2.40,10000.0,ETF期权,P,欧式,2.4,20150923,20150209,20150923
1589,10000667.SH,SSE,华夏上证50ETF期权1609认购2.35,10000.0,ETF期权,C,欧式,2.35,20160928,20160713,20160928
1590,10000675.SH,SSE,华夏上证50ETF期权1703认购2.25,10220.0,ETF期权,C,欧式,2.25,20170322,20160728,20170322
1591,10000253.SH,SSE,华夏上证50ETF期权1508认沽2.80,10000.0,ETF期权,P,欧式,2.8,20150826,20150626,20150826
1592,10000456.SH,SSE,华夏上证50ETF期权1606认沽2.30,10000.0,ETF期权,P,欧式,2.3,20160622,20151029,20160622
1593,10000076.SH,SSE,华夏上证50ETF期权1504认沽2.65,10000.0,ETF期权,P,欧式,2.65,20150422,20150318,20150422
1594,10000526.SH,SSE,华夏上证50ETF期权1601认沽2.05,10000.0,ETF期权,P,欧式,2.05,20160127,20160112,20160127
1595,10000390.SH,SSE,华夏上证50ETF期权1509认沽1.80,10000.0,ETF期权,P,欧式,1.8,20150923,20150826,20150923
1596,10000054.SH,SSE,华夏上证50ETF期权1506认沽2.50,10000.0,ETF期权,P,欧式,2.5,20150624,20150212,20150624
1597,10000050.SH,SSE,华夏上证50ETF期权1503认沽2.50,10000.0,ETF期权,P,欧式,2.5,20150325,20150212,20150325
1598,10000637.SH,SSE,华夏上证50ETF期权1607认沽2.00,10000.0,ETF期权,P,欧式,2.0,20160727,20160526,20160727
1599,10000403.SH,SSE,华夏上证50ETF期权1603认沽1.85,10000.0,ETF期权,P,欧式,1.85,20160323,20150826,20160323
1600,10000722.SH,SSE,华夏上证50ETF期权1611认沽2.30,10000.0,ETF期权,P,欧式,2.3,20161123,20160929,20161123
1601,10000302.SH,SSE,华夏上证50ETF期权1508认沽2.45,10000.0,ETF期权,P,欧式,2.45,20150826,20150728,20150826
1602,10000045.SH,SSE,华夏上证50ETF期权1506认购2.45,10000.0,ETF期权,C,欧式,2.45,20150624,20150210,20150624
1603,10001903.SH,SSE,华夏上证50ETF期权1907认购3.40,10000.0,ETF期权,C,欧式,3.4,20190724,20190702,20190724
1604,10001904.SH,SSE,华夏上证50ETF期权1907认沽3.40,10000.0,ETF期权,P,欧式,3.4,20190724,20190702,20190724
1605,10001905.SH,SSE,华夏上证50ETF期权1908认购3.40,10000.0,ETF期权,C,欧式,3.4,20190828,20190702,20190828
1606,10001906.SH,SSE,华夏上证50ETF期权1908认沽3.40,10000.0,ETF期权,P,欧式,3.4,20190828,20190702,20190828
1607,10001907.SH,SSE,华夏上证50ETF期权1912认购3.40,10000.0,ETF期权,C,欧式,3.4,20191225,20190702,20191225
1608,10001908.SH,SSE,华夏上证50ETF期权1912认沽3.40,10000.0,ETF期权,P,欧式,3.4,20191225,20190702,20191225
1609,10000798.SH,SSE,华夏上证50ETF期权1706认购2.35,10000.0,ETF期权,C,欧式,2.35,20170628,20161129,20170628
1610,10000772.SH,SSE,华夏上证50ETF期权1612认沽2.30,10000.0,ETF期权,P,欧式,2.3,20161228,20161129,20161228
1611,10001313.SH,SSE,华夏上证50ETF期权1812认购2.45,10202.0,ETF期权,C,欧式,2.45,20181226,20180426,20181226
1612,10001314.SH,SSE,华夏上证50ETF期权1812认购2.50,10202.0,ETF期权,C,欧式,2.5,20181226,20180426,20181226
1613,10001315.SH,SSE,华夏上证50ETF期权1812认购2.549,10202.0,ETF期权,C,欧式,2.549,20181226,20180426,20181226
1614,10001316.SH,SSE,华夏上证50ETF期权1812认购2.598,10202.0,ETF期权,C,欧式,2.598,20181226,20180426,20181226
1615,10001317.SH,SSE,华夏上证50ETF期权1812认购2.647,10202.0,ETF期权,C,欧式,2.647,20181226,20180426,20181226
1616,10001318.SH,SSE,华夏上证50ETF期权1812认购2.696,10202.0,ETF期权,C,欧式,2.696,20181226,20180426,20181226
1617,10001319.SH,SSE,华夏上证50ETF期权1812认购2.745,10202.0,ETF期权,C,欧式,2.745,20181226,20180426,20181226
1618,10001320.SH,SSE,华夏上证50ETF期权1812认购2.794,10202.0,ETF期权,C,欧式,2.794,20181226,20180426,20181226
1619,10001321.SH,SSE,华夏上证50ETF期权1812认购2.843,10202.0,ETF期权,C,欧式,2.843,20181226,20180426,20181226
1620,10001322.SH,SSE,华夏上证50ETF期权1812认沽2.45,10202.0,ETF期权,P,欧式,2.45,20181226,20180426,20181226
1621,10001323.SH,SSE,华夏上证50ETF期权1812认沽2.50,10202.0,ETF期权,P,欧式,2.5,20181226,20180426,20181226
1622,10001324.SH,SSE,华夏上证50ETF期权1812认沽2.549,10202.0,ETF期权,P,欧式,2.549,20181226,20180426,20181226
1623,10001325.SH,SSE,华夏上证50ETF期权1812认沽2.598,10202.0,ETF期权,P,欧式,2.598,20181226,20180426,20181226
1624,10001326.SH,SSE,华夏上证50ETF期权1812认沽2.647,10202.0,ETF期权,P,欧式,2.647,20181226,20180426,20181226
1625,10001327.SH,SSE,华夏上证50ETF期权1812认沽2.696,10202.0,ETF期权,P,欧式,2.696,20181226,20180426,20181226
1626,10001328.SH,SSE,华夏上证50ETF期权1812认沽2.745,10202.0,ETF期权,P,欧式,2.745,20181226,20180426,20181226
1627,10001329.SH,SSE,华夏上证50ETF期权1812认沽2.794,10202.0,ETF期权,P,欧式,2.794,20181226,20180426,20181226
1628,10001330.SH,SSE,华夏上证50ETF期权1812认沽2.843,10202.0,ETF期权,P,欧式,2.843,20181226,20180426,20181226
1629,10000159.SH,SSE,华夏上证50ETF期权1504认购3.20,10000.0,ETF期权,C,欧式,3.2,20150422,20150414,20150422
1630,10000362.SH,SSE,华夏上证50ETF期权1509认沽2.00,10000.0,ETF期权,P,欧式,2.0,20150923,20150825,20150923
1631,10000158.SH,SSE,华夏上证50ETF期权1509认沽3.10,10000.0,ETF期权,P,欧式,3.1,20150923,20150413,20150923
1632,10001615.SH,SSE,华夏上证50ETF期权1812认购2.70,10000.0,ETF期权,C,欧式,2.7,20181226,20181204,20181226
1633,10001616.SH,SSE,华夏上证50ETF期权1812认沽2.70,10000.0,ETF期权,P,欧式,2.7,20181226,20181204,20181226
1634,10001617.SH,SSE,华夏上证50ETF期权1901认购2.70,10000.0,ETF期权,C,欧式,2.7,20190123,20181204,20190123
1635,10001618.SH,SSE,华夏上证50ETF期权1901认沽2.70,10000.0,ETF期权,P,欧式,2.7,20190123,20181204,20190123
1636,10001619.SH,SSE,华夏上证50ETF期权1903认购2.70,10000.0,ETF期权,C,欧式,2.7,20190327,20181204,20190327
1637,10001620.SH,SSE,华夏上证50ETF期权1903认沽2.70,10000.0,ETF期权,P,欧式,2.7,20190327,20181204,20190327
1638,10001621.SH,SSE,华夏上证50ETF期权1906认购2.70,10000.0,ETF期权,C,欧式,2.7,20190626,20181204,20190626
1639,10001622.SH,SSE,华夏上证50ETF期权1906认沽2.70,10000.0,ETF期权,P,欧式,2.7,20190626,20181204,20190626
1640,10000197.SH,SSE,华夏上证50ETF期权1509认购3.50,10000.0,ETF期权,C,欧式,3.5,20150923,20150428,20150923
1641,10000580.SH,SSE,华夏上证50ETF期权1604认沽1.95,10000.0,ETF期权,P,欧式,1.95,20160427,20160225,20160427
1642,10000264.SH,SSE,华夏上证50ETF期权1508认购2.75,10000.0,ETF期权,C,欧式,2.75,20150826,20150629,20150826
1643,10000167.SH,SSE,华夏上证50ETF期权1504认购3.30,10000.0,ETF期权,C,欧式,3.3,20150422,20150417,20150422
1644,10000650.SH,SSE,华夏上证50ETF期权1608认沽2.00,10000.0,ETF期权,P,欧式,2.0,20160824,20160623,20160824
1645,10000610.SH,SSE,华夏上证50ETF期权1605认沽2.25,10000.0,ETF期权,P,欧式,2.25,20160525,20160324,20160525
1646,10000348.SH,SSE,华夏上证50ETF期权1603认沽2.20,10000.0,ETF期权,P,欧式,2.2,20160323,20150824,20160323
1647,10000041.SH,SSE,华夏上证50ETF期权1503认购2.45,10000.0,ETF期权,C,欧式,2.45,20150325,20150210,20150325
1648,10001929.SH,SSE,华夏上证50ETF期权2003认购2.70,10000.0,ETF期权,C,欧式,2.7,20200325,20190805,20200325
1649,10001930.SH,SSE,华夏上证50ETF期权2003认沽2.70,10000.0,ETF期权,P,欧式,2.7,20200325,20190805,20200325
1650,10000118.SH,SSE,华夏上证50ETF期权1504认沽2.85,10000.0,ETF期权,P,欧式,2.85,20150422,20150331,20150422
1651,10001675.SH,SSE,华夏上证50ETF期权1902认购2.60,10000.0,ETF期权,C,欧式,2.6,20190227,20190121,20190227
1652,10001676.SH,SSE,华夏上证50ETF期权1902认沽2.60,10000.0,ETF期权,P,欧式,2.6,20190227,20190121,20190227
1653,10001623.SH,SSE,华夏上证50ETF期权1812认购2.20,10000.0,ETF期权,C,欧式,2.2,20181226,20181211,20181226
1654,10001624.SH,SSE,华夏上证50ETF期权1812认沽2.20,10000.0,ETF期权,P,欧式,2.2,20181226,20181211,20181226
1655,10001625.SH,SSE,华夏上证50ETF期权1901认购2.20,10000.0,ETF期权,C,欧式,2.2,20190123,20181211,20190123
1656,10001626.SH,SSE,华夏上证50ETF期权1901认沽2.20,10000.0,ETF期权,P,欧式,2.2,20190123,20181211,20190123
1657,10001627.SH,SSE,华夏上证50ETF期权1903认购2.20,10000.0,ETF期权,C,欧式,2.2,20190327,20181211,20190327
1658,10001628.SH,SSE,华夏上证50ETF期权1903认沽2.20,10000.0,ETF期权,P,欧式,2.2,20190327,20181211,20190327
1659,10001629.SH,SSE,华夏上证50ETF期权1906认购2.20,10000.0,ETF期权,C,欧式,2.2,20190626,20181211,20190626
1660,10001630.SH,SSE,华夏上证50ETF期权1906认沽2.20,10000.0,ETF期权,P,欧式,2.2,20190626,20181211,20190626
1661,10000142.SH,SSE,华夏上证50ETF期权1509认沽2.95,10000.0,ETF期权,P,欧式,2.95,20150923,20150408,20150923
1662,10000776.SH,SSE,华夏上证50ETF期权1612认沽2.50,10000.0,ETF期权,P,欧式,2.5,20161228,20161129,20161228
1663,10000375.SH,SSE,华夏上证50ETF期权1603认购2.05,10000.0,ETF期权,C,欧式,2.05,20160323,20150825,20160323
1664,10000694.SH,SSE,华夏上证50ETF期权1612认沽2.397,10220.0,ETF期权,P,欧式,2.397,20161228,20160816,20161228
1665,10000616.SH,SSE,华夏上证50ETF期权1612认购2.055,10220.0,ETF期权,C,欧式,2.055,20161228,20160428,20161228
1666,10001335.SH,SSE,华夏上证50ETF期权1807认购2.45,10000.0,ETF期权,C,欧式,2.45,20180725,20180524,20180725
1667,10001336.SH,SSE,华夏上证50ETF期权1807认购2.50,10000.0,ETF期权,C,欧式,2.5,20180725,20180524,20180725
1668,10001337.SH,SSE,华夏上证50ETF期权1807认购2.55,10000.0,ETF期权,C,欧式,2.55,20180725,20180524,20180725
1669,10001338.SH,SSE,华夏上证50ETF期权1807认购2.60,10000.0,ETF期权,C,欧式,2.6,20180725,20180524,20180725
1670,10001339.SH,SSE,华夏上证50ETF期权1807认购2.65,10000.0,ETF期权,C,欧式,2.65,20180725,20180524,20180725
1671,10001340.SH,SSE,华夏上证50ETF期权1807认购2.70,10000.0,ETF期权,C,欧式,2.7,20180725,20180524,20180725
1672,10001341.SH,SSE,华夏上证50ETF期权1807认购2.75,10000.0,ETF期权,C,欧式,2.75,20180725,20180524,20180725
1673,10001342.SH,SSE,华夏上证50ETF期权1807认购2.80,10000.0,ETF期权,C,欧式,2.8,20180725,20180524,20180725
1674,10001343.SH,SSE,华夏上证50ETF期权1807认购2.85,10000.0,ETF期权,C,欧式,2.85,20180725,20180524,20180725
1675,10001344.SH,SSE,华夏上证50ETF期权1807认沽2.45,10000.0,ETF期权,P,欧式,2.45,20180725,20180524,20180725
1676,10001345.SH,SSE,华夏上证50ETF期权1807认沽2.50,10000.0,ETF期权,P,欧式,2.5,20180725,20180524,20180725
1677,10001346.SH,SSE,华夏上证50ETF期权1807认沽2.55,10000.0,ETF期权,P,欧式,2.55,20180725,20180524,20180725
1678,10001347.SH,SSE,华夏上证50ETF期权1807认沽2.60,10000.0,ETF期权,P,欧式,2.6,20180725,20180524,20180725
1679,10001348.SH,SSE,华夏上证50ETF期权1807认沽2.65,10000.0,ETF期权,P,欧式,2.65,20180725,20180524,20180725
1680,10001349.SH,SSE,华夏上证50ETF期权1807认沽2.70,10000.0,ETF期权,P,欧式,2.7,20180725,20180524,20180725
1681,10001350.SH,SSE,华夏上证50ETF期权1807认沽2.75,10000.0,ETF期权,P,欧式,2.75,20180725,20180524,20180725
