,high,pre_settle,oi,wind_code,volume,amount,settle,low,trade_date,close,open,change,bopu_symbol,local_symbol,pre_close
2017/1/11,2315.2,2311.2,16277.0,IH1701.CFE,4037.0,2792540760.0,2301.6,2296.4,20170111,2298.6,2310.2,-12.6,IH1701|FU|CFFEX,IH1701,2307.4
2017/1/12,2305.8,2301.6,15610.0,IH1701.CFE,4039.0,2785946820.0,2294.4,2286.2,20170112,2290.8,2299.0,-10.8,IH1701|FU|CFFEX,IH1701,2298.6
2017/1/13,2315.0,2294.4,14890.0,IH1701.CFE,4155.0,2868562740.0,2304.6,2290.2,20170113,2305.0,2291.2,10.6,IH1701|FU|CFFEX,IH1701,2290.8
2017/1/16,2332.8,2304.6,12717.0,IH1701.CFE,6730.0,4650432360.0,2316.0,2285.0,20170116,2325.2,2302.0,20.6,IH1701|FU|CFFEX,IH1701,2305.0
2017/1/17,2332.0,2316.0,9415.0,IH1701.CFE,5711.0,3986417820.0,2328.0,2320.2,20170117,2325.6,2321.0,9.6,IH1701|FU|CFFEX,IH1701,2325.2
2017/1/18,2380.0,2328.0,6615.0,IH1701.CFE,5196.0,3652635480.0,2345.6,2325.4,20170118,2345.0,2329.8,17.0,IH1701|FU|CFFEX,IH1701,2325.6
2017/1/19,2347.0,2339.4,14902.0,IH1702.CFE,5244.0,3678024600.0,2331.4,2327.2,20170119,2330.2,2336.0,-9.2,IH1702|FU|CFFEX,IH1702,2338.4
2017/1/20,2351.0,2331.4,15999.0,IH1702.CFE,4803.0,3372004500.0,2346.0,2332.6,20170120,2349.8,2332.8,18.4,IH1702|FU|CFFEX,IH1702,2330.2
2017/1/23,2361.8,2346.0,16059.0,IH1702.CFE,3218.0,2270531100.0,2344.8,2340.2,20170123,2346.8,2354.0,0.8,IH1702|FU|CFFEX,IH1702,2349.8
2017/1/24,2354.8,2344.8,15935.0,IH1702.CFE,3029.0,2134101720.0,2350.6,2343.8,20170124,2351.2,2352.0,6.4,IH1702|FU|CFFEX,IH1702,2346.8
2017/1/25,2358.8,2350.6,15842.0,IH1702.CFE,2997.0,2114199300.0,2356.4,2342.4,20170125,2358.8,2345.0,8.2,IH1702|FU|CFFEX,IH1702,2351.2
2017/1/26,2374.8,2356.4,15764.0,IH1702.CFE,2974.0,2111428800.0,2365.8,2359.0,20170126,2365.0,2359.0,8.6,IH1702|FU|CFFEX,IH1702,2358.8
2017/2/3,2371.2,2365.8,15958.0,IH1702.CFE,3015.0,2125865220.0,2342.0,2337.6,20170203,2342.0,2370.8,-23.8,IH1702|FU|CFFEX,IH1702,2365.0
2017/2/6,2351.6,2342.0,15427.0,IH1702.CFE,3548.0,2494686900.0,2339.2,2334.6,20170206,2341.8,2347.0,-0.2,IH1702|FU|CFFEX,IH1702,2342.0
2017/2/7,2346.0,2339.2,14986.0,IH1702.CFE,3128.0,2192786580.0,2332.4,2329.6,20170207,2333.8,2341.8,-5.4,IH1702|FU|CFFEX,IH1702,2341.8
2017/2/8,2344.8,2332.4,14614.0,IH1702.CFE,3806.0,2663192160.0,2340.6,2320.0,20170208,2344.0,2332.2,11.6,IH1702|FU|CFFEX,IH1702,2333.8
2017/2/9,2364.0,2340.6,14158.0,IH1702.CFE,3899.0,2752169700.0,2350.8,2340.8,20170209,2351.2,2343.6,10.6,IH1702|FU|CFFEX,IH1702,2344.0
2017/2/10,2370.4,2350.8,13195.0,IH1702.CFE,4591.0,3254112180.0,2363.6,2356.8,20170210,2363.0,2357.6,12.2,IH1702|FU|CFFEX,IH1702,2351.2
2017/2/13,2377.8,2363.6,11411.0,IH1702.CFE,4805.0,3419491800.0,2371.2,2366.2,20170213,2371.8,2366.6,8.2,IH1702|FU|CFFEX,IH1702,2363.0
2017/2/14,2372.6,2368.4,14984.0,IH1703.CFE,3460.0,2455718700.0,2365.0,2362.6,20170214,2365.0,2369.4,-3.4,IH1703|FU|CFFEX,IH1703,2369.2
2017/2/15,2377.8,2365.0,18398.0,IH1703.CFE,5122.0,3645470100.0,2369.6,2364.2,20170215,2364.2,2365.4,-0.8,IH1703|FU|CFFEX,IH1703,2365.0
2017/2/16,2372.8,2369.6,21011.0,IH1703.CFE,4314.0,3062530800.0,2366.6,2360.2,20170216,2368.2,2369.2,-1.4,IH1703|FU|CFFEX,IH1703,2364.2
2017/2/17,2389.6,2366.6,23519.0,IH1703.CFE,5710.0,4060495980.0,2360.4,2353.8,20170217,2355.2,2373.2,-11.4,IH1703|FU|CFFEX,IH1703,2368.2
2017/2/20,2393.2,2360.4,25318.0,IH1703.CFE,7272.0,5187842760.0,2386.2,2358.0,20170220,2393.2,2358.0,32.8,IH1703|FU|CFFEX,IH1703,2355.2
2017/2/21,2405.6,2386.2,24874.0,IH1703.CFE,6566.0,4717563540.0,2389.2,2386.4,20170221,2388.6,2395.6,2.4,IH1703|FU|CFFEX,IH1703,2393.2
2017/2/22,2393.0,2389.2,24517.0,IH1703.CFE,4877.0,3493829940.0,2388.8,2383.2,20170222,2391.6,2388.0,2.4,IH1703|FU|CFFEX,IH1703,2388.6
2017/2/23,2397.0,2388.8,25025.0,IH1703.CFE,5862.0,4193874600.0,2378.6,2375.2,20170223,2380.8,2392.0,-8.0,IH1703|FU|CFFEX,IH1703,2391.6
2017/2/24,2383.8,2378.6,25022.0,IH1703.CFE,5289.0,3772680840.0,2380.0,2371.0,20170224,2382.2,2376.6,3.6,IH1703|FU|CFFEX,IH1703,2380.8
2017/2/27,2384.0,2380.0,25406.0,IH1703.CFE,5194.0,3696226440.0,2365.8,2359.0,20170227,2365.8,2384.0,-14.2,IH1703|FU|CFFEX,IH1703,2382.2
2017/2/28,2375.8,2365.8,25483.0,IH1703.CFE,4700.0,3336004740.0,2362.0,2358.0,20170228,2362.2,2365.8,-3.6,IH1703|FU|CFFEX,IH1703,2365.8
2017/3/1,2378.8,2362.0,25432.0,IH1703.CFE,5713.0,4062447360.0,2365.6,2362.6,20170301,2364.0,2366.2,2.0,IH1703|FU|CFFEX,IH1703,2362.2
2017/3/2,2377.0,2365.6,25391.0,IH1703.CFE,5731.0,4061241720.0,2351.0,2345.8,20170302,2347.2,2371.2,-18.4,IH1703|FU|CFFEX,IH1703,2364.0
2017/3/3,2346.8,2351.0,25509.0,IH1703.CFE,5485.0,3848440740.0,2337.6,2333.4,20170303,2337.6,2346.0,-13.4,IH1703|FU|CFFEX,IH1703,2347.2
2017/3/6,2349.4,2337.6,25321.0,IH1703.CFE,5325.0,3740699460.0,2339.8,2335.4,20170306,2341.8,2339.8,4.2,IH1703|FU|CFFEX,IH1703,2337.6
2017/3/7,2351.6,2339.8,24838.0,IH1703.CFE,4516.0,3175354740.0,2347.0,2338.8,20170307,2347.2,2342.6,7.4,IH1703|FU|CFFEX,IH1703,2341.8
2017/3/8,2356.8,2347.0,24141.0,IH1703.CFE,4996.0,3522742680.0,2351.0,2343.2,20170308,2350.6,2343.2,3.6,IH1703|FU|CFFEX,IH1703,2347.2
2017/3/9,2346.8,2351.0,23187.0,IH1703.CFE,6458.0,4522752900.0,2334.4,2324.4,20170309,2335.6,2345.0,-15.4,IH1703|FU|CFFEX,IH1703,2350.6
2017/3/10,2339.0,2334.4,20978.0,IH1703.CFE,5979.0,4187131800.0,2332.6,2330.2,20170310,2330.6,2334.0,-3.8,IH1703|FU|CFFEX,IH1703,2335.6
2017/3/13,2353.6,2332.6,17372.0,IH1703.CFE,8926.0,6267473760.0,2350.2,2321.0,20170313,2353.4,2331.8,20.8,IH1703|FU|CFFEX,IH1703,2330.6
2017/3/14,2356.8,2350.2,13847.0,IH1703.CFE,6689.0,4718056140.0,2347.2,2128.6,20170314,2349.0,2351.2,-1.2,IH1703|FU|CFFEX,IH1703,2353.4
2017/3/15,2355.0,2347.2,9733.0,IH1703.CFE,7430.0,5235537480.0,2348.6,2342.0,20170315,2350.2,2343.4,3.0,IH1703|FU|CFFEX,IH1703,2349.0
2017/3/16,2375.8,2341.8,21155.0,IH1704.CFE,7119.0,5046939180.0,2361.0,2351.2,20170316,2364.0,2351.2,22.2,IH1704|FU|CFFEX,IH1704,2343.6
2017/3/17,2368.8,2361.0,24316.0,IH1704.CFE,7517.0,5308158660.0,2342.0,2329.2,20170317,2335.0,2367.2,-26.0,IH1704|FU|CFFEX,IH1704,2364.0
2017/3/20,2346.8,2342.0,24570.0,IH1704.CFE,5383.0,3778770300.0,2337.6,2331.4,20170320,2340.2,2344.8,-1.8,IH1704|FU|CFFEX,IH1704,2335.0
2017/3/21,2349.2,2337.6,24336.0,IH1704.CFE,5806.0,4082413260.0,2344.0,2338.2,20170321,2346.2,2342.4,8.6,IH1704|FU|CFFEX,IH1704,2340.2
2017/3/22,2344.8,2344.0,24473.0,IH1704.CFE,6590.0,4611494040.0,2330.4,2322.2,20170322,2331.8,2340.0,-12.2,IH1704|FU|CFFEX,IH1704,2346.2
2017/3/23,2350.6,2330.4,23900.0,IH1704.CFE,7312.0,5135884260.0,2337.2,2330.2,20170323,2338.8,2335.4,8.4,IH1704|FU|CFFEX,IH1704,2331.8
2017/3/24,2374.6,2337.2,23580.0,IH1704.CFE,7696.0,5429675160.0,2362.2,2339.0,20170324,2364.8,2343.2,27.6,IH1704|FU|CFFEX,IH1704,2338.8
2017/3/27,2378.0,2362.2,22471.0,IH1704.CFE,7243.0,5140586820.0,2358.8,2354.6,20170327,2356.6,2362.2,-5.6,IH1704|FU|CFFEX,IH1704,2364.8
2017/3/28,2367.0,2358.8,21898.0,IH1704.CFE,5318.0,3762119880.0,2354.2,2350.6,20170328,2352.6,2366.2,-6.2,IH1704|FU|CFFEX,IH1704,2356.6
2017/3/29,2362.8,2354.2,21857.0,IH1704.CFE,5697.0,4025790240.0,2354.4,2347.2,20170329,2356.4,2358.8,2.2,IH1704|FU|CFFEX,IH1704,2352.6
2017/3/30,2357.2,2354.4,21220.0,IH1704.CFE,6933.0,4880699220.0,2343.2,2338.2,20170330,2344.8,2353.2,-9.6,IH1704|FU|CFFEX,IH1704,2356.4
2017/3/31,2359.8,2343.2,20133.0,IH1704.CFE,5620.0,3963503220.0,2356.0,2341.8,20170331,2357.6,2344.2,14.4,IH1704|FU|CFFEX,IH1704,2344.8
2017/4/5,2385.0,2356.0,20214.0,IH1704.CFE,6831.0,4871863980.0,2382.4,2365.0,20170405,2384.2,2378.0,28.2,IH1704|FU|CFFEX,IH1704,2357.6
2017/4/6,2389.8,2382.4,20047.0,IH1704.CFE,5424.0,3875082540.0,2385.2,2372.2,20170406,2384.0,2383.8,1.6,IH1704|FU|CFFEX,IH1704,2384.2
2017/4/7,2389.4,2385.2,19413.0,IH1704.CFE,5405.0,3861679920.0,2384.6,2374.4,20170407,2382.4,2382.6,-2.8,IH1704|FU|CFFEX,IH1704,2384.0
2017/4/10,2388.0,2384.6,18466.0,IH1704.CFE,4771.0,3407593680.0,2377.8,2376.0,20170410,2377.4,2384.0,-7.2,IH1704|FU|CFFEX,IH1704,2382.4
2017/4/11,2382.6,2377.8,17769.0,IH1704.CFE,8132.0,5779046160.0,2369.2,2351.4,20170411,2374.0,2375.4,-3.8,IH1704|FU|CFFEX,IH1704,2377.4
2017/4/12,2382.0,2369.2,16796.0,IH1704.CFE,6130.0,4364303220.0,2368.4,2360.2,20170412,2369.6,2376.8,0.4,IH1704|FU|CFFEX,IH1704,2374.0
2017/4/13,2375.6,2368.4,16149.0,IH1704.CFE,5378.0,3822679920.0,2368.0,2363.8,20170413,2367.4,2367.4,-1.0,IH1704|FU|CFFEX,IH1704,2369.6
2017/4/14,2369.2,2368.0,15690.0,IH1704.CFE,6051.0,4279116120.0,2350.8,2346.2,20170414,2349.8,2369.2,-18.2,IH1704|FU|CFFEX,IH1704,2367.4
2017/4/17,2354.6,2350.8,13350.0,IH1704.CFE,7722.0,5431858620.0,2348.6,2338.4,20170417,2352.8,2343.8,2.0,IH1704|FU|CFFEX,IH1704,2349.8
2017/4/18,2352.6,2348.6,10063.0,IH1704.CFE,6953.0,4893225300.0,2343.4,2336.4,20170418,2338.0,2352.6,-10.6,IH1704|FU|CFFEX,IH1704,2352.8
2017/4/19,2336.4,2343.4,7687.0,IH1704.CFE,6603.0,4606984920.0,2322.4,2314.0,20170419,2321.8,2332.0,-21.6,IH1704|FU|CFFEX,IH1704,2338.0
2017/4/20,2326.6,2314.4,15619.0,IH1705.CFE,5116.0,3558962400.0,2321.0,2313.0,20170420,2325.2,2316.8,10.8,IH1705|FU|CFFEX,IH1705,2313.8
2017/4/21,2335.0,2321.0,16988.0,IH1705.CFE,5615.0,3924309660.0,2329.0,2324.0,20170421,2331.4,2325.6,10.4,IH1705|FU|CFFEX,IH1705,2325.2
2017/4/24,2334.6,2329.0,17476.0,IH1705.CFE,6341.0,4420698900.0,2326.8,2316.6,20170424,2326.0,2333.4,-3.0,IH1705|FU|CFFEX,IH1705,2331.4
2017/4/25,2337.4,2326.8,16850.0,IH1705.CFE,5176.0,3623768280.0,2335.4,2328.0,20170425,2334.8,2328.0,8.0,IH1705|FU|CFFEX,IH1705,2326.0
2017/4/26,2348.8,2335.4,16877.0,IH1705.CFE,5841.0,4101724560.0,2338.6,2333.0,20170426,2334.8,2338.0,-0.6,IH1705|FU|CFFEX,IH1705,2334.8
2017/4/27,2343.0,2338.6,16675.0,IH1705.CFE,6079.0,4253472660.0,2339.0,2322.2,20170427,2340.6,2331.8,2.0,IH1705|FU|CFFEX,IH1705,2334.8
2017/4/28,2343.4,2339.0,16301.0,IH1705.CFE,4795.0,3358594140.0,2336.6,2328.2,20170428,2336.0,2343.4,-3.0,IH1705|FU|CFFEX,IH1705,2340.6
2017/5/2,2342.0,2336.6,15899.0,IH1705.CFE,3993.0,2797596240.0,2330.8,2328.2,20170502,2328.6,2338.0,-8.0,IH1705|FU|CFFEX,IH1705,2336.0
2017/5/3,2337.0,2330.8,16127.0,IH1705.CFE,4775.0,3336247020.0,2324.4,2321.8,20170503,2323.6,2330.8,-7.2,IH1705|FU|CFFEX,IH1705,2328.6
2017/5/4,2329.4,2324.4,16159.0,IH1705.CFE,5082.0,3537609120.0,2319.0,2314.8,20170504,2316.2,2321.8,-8.2,IH1705|FU|CFFEX,IH1705,2323.6
2017/5/5,2317.6,2319.0,16471.0,IH1705.CFE,6257.0,4329111900.0,2306.0,2294.2,20170505,2309.4,2316.6,-9.6,IH1705|FU|CFFEX,IH1705,2316.2
2017/5/8,2316.2,2306.0,15513.0,IH1705.CFE,6047.0,4186775940.0,2312.6,2296.4,20170508,2313.2,2307.4,7.2,IH1705|FU|CFFEX,IH1705,2309.4
2017/5/9,2318.0,2312.6,15172.0,IH1705.CFE,5364.0,3722595900.0,2314.2,2307.2,20170509,2313.6,2312.8,1.0,IH1705|FU|CFFEX,IH1705,2313.2
2017/5/10,2330.4,2314.2,14535.0,IH1705.CFE,6434.0,4484517420.0,2322.6,2316.2,20170510,2320.6,2316.2,6.4,IH1705|FU|CFFEX,IH1705,2313.6
2017/5/11,2335.8,2322.6,14231.0,IH1705.CFE,6882.0,4807405140.0,2333.2,2316.0,20170511,2334.0,2317.8,11.4,IH1705|FU|CFFEX,IH1705,2320.6
2017/5/12,2369.4,2333.2,13459.0,IH1705.CFE,7890.0,5573825520.0,2365.8,2332.0,20170512,2365.8,2333.8,32.6,IH1705|FU|CFFEX,IH1705,2334.0
2017/5/15,2387.6,2365.8,12137.0,IH1705.CFE,6606.0,4714602480.0,2375.2,2371.8,20170515,2372.8,2375.0,7.0,IH1705|FU|CFFEX,IH1705,2365.8
2017/5/16,2380.2,2375.2,10075.0,IH1705.CFE,6385.0,4539863040.0,2374.4,2362.2,20170516,2379.8,2371.0,4.6,IH1705|FU|CFFEX,IH1705,2372.8
2017/5/17,2367.0,2362.8,15775.0,IH1706.CFE,4464.0,3155902800.0,2353.8,2350.4,20170517,2351.0,2364.0,-11.8,IH1706|FU|CFFEX,IH1706,2369.0
2017/5/18,2350.8,2353.8,18310.0,IH1706.CFE,5444.0,3831036480.0,2344.4,2340.2,20170518,2345.8,2343.4,-8.0,IH1706|FU|CFFEX,IH1706,2351.0
2017/5/19,2354.0,2344.4,19593.0,IH1706.CFE,4948.0,3487218840.0,2348.2,2345.2,20170519,2348.4,2347.4,4.0,IH1706|FU|CFFEX,IH1706,2345.8
2017/5/22,2372.6,2348.2,19957.0,IH1706.CFE,6295.0,4459755000.0,2361.2,2346.4,20170522,2365.8,2347.2,17.6,IH1706|FU|CFFEX,IH1706,2348.4
2017/5/23,2398.0,2361.2,20693.0,IH1706.CFE,7269.0,5199278700.0,2392.0,2364.2,20170523,2394.4,2367.6,33.2,IH1706|FU|CFFEX,IH1706,2365.8
2017/5/24,2400.0,2392.0,20108.0,IH1706.CFE,8593.0,6149774580.0,2390.8,2371.2,20170524,2391.4,2390.2,-0.6,IH1706|FU|CFFEX,IH1706,2394.4
2017/5/25,2469.0,2390.8,20767.0,IH1706.CFE,10272.0,7500500640.0,2459.2,2390.8,20170525,2468.4,2390.8,77.6,IH1706|FU|CFFEX,IH1706,2391.4
2017/5/26,2478.4,2459.2,19604.0,IH1706.CFE,8788.0,6499004040.0,2461.6,2450.0,20170526,2464.4,2463.0,5.2,IH1706|FU|CFFEX,IH1706,2468.4
2017/5/31,2504.8,2461.6,19544.0,IH1706.CFE,8384.0,6226975320.0,2470.8,2453.4,20170531,2473.0,2476.6,11.4,IH1706|FU|CFFEX,IH1706,2464.4
2017/6/1,2492.8,2470.8,19215.0,IH1706.CFE,7525.0,5593417440.0,2487.4,2461.0,20170601,2492.2,2473.0,21.4,IH1706|FU|CFFEX,IH1706,2473.0
2017/6/2,2498.2,2487.4,18509.0,IH1706.CFE,7604.0,5659132560.0,2472.6,2466.6,20170602,2469.6,2493.0,-17.8,IH1706|FU|CFFEX,IH1706,2492.2
2017/6/5,2470.8,2472.6,17537.0,IH1706.CFE,7461.0,5476794960.0,2442.8,2438.0,20170605,2440.2,2466.6,-32.4,IH1706|FU|CFFEX,IH1706,2469.6
2017/6/6,2463.8,2442.8,17281.0,IH1706.CFE,7466.0,5489242800.0,2451.6,2439.2,20170606,2457.6,2442.4,14.8,IH1706|FU|CFFEX,IH1706,2440.2
2017/6/7,2487.0,2451.6,16857.0,IH1706.CFE,8124.0,6033353640.0,2474.8,2456.6,20170607,2478.0,2461.2,26.4,IH1706|FU|CFFEX,IH1706,2457.6
2017/6/8,2508.6,2474.8,16090.0,IH1706.CFE,8938.0,6656001360.0,2496.2,2467.2,20170608,2502.4,2475.0,27.6,IH1706|FU|CFFEX,IH1706,2478.0
2017/6/9,2532.0,2496.2,15231.0,IH1706.CFE,8565.0,6467959380.0,2512.2,2501.0,20170609,2514.6,2505.6,18.4,IH1706|FU|CFFEX,IH1706,2502.4
2017/6/12,2536.6,2512.2,13691.0,IH1706.CFE,8966.0,6773235720.0,2508.4,2503.2,20170612,2508.8,2511.0,-3.4,IH1706|FU|CFFEX,IH1706,2514.6
2017/6/13,2512.0,2508.4,11480.0,IH1706.CFE,8115.0,6087096600.0,2507.8,2485.8,20170613,2507.0,2512.0,-1.4,IH1706|FU|CFFEX,IH1706,2508.8
2017/6/14,2504.0,2507.8,8116.0,IH1706.CFE,7956.0,5932848420.0,2476.4,2471.8,20170614,2474.8,2502.0,-33.0,IH1706|FU|CFFEX,IH1706,2507.0
2017/6/15,2461.6,2453.2,13597.0,IH1707.CFE,6375.0,4669468980.0,2439.2,2431.2,20170615,2439.0,2449.8,-14.2,IH1707|FU|CFFEX,IH1707,2451.2
2017/6/16,2454.2,2439.2,16009.0,IH1707.CFE,7662.0,5614659120.0,2434.0,2425.2,20170616,2426.6,2439.2,-12.6,IH1707|FU|CFFEX,IH1707,2439.0
2017/6/19,2470.6,2434.0,17430.0,IH1707.CFE,8859.0,6528746100.0,2461.6,2430.4,20170619 00:00:00,2468.8,2438.0,42.2,IH1707|FU|CFFEX,IH1707,2426.6
2017/6/20,2478.8,2461.6,17118.0,IH1707.CFE,7846.0,5786521140.0,2454.6,2448.2,20170620 00:00:00,2454.4,2474.8,-14.4,IH1707|FU|CFFEX,IH1707,2468.8
2017/6/21,2481.0,2454.6,17725.0,IH1707.CFE,9271.0,6853326060.0,2471.4,2443.8,20170621 00:00:00,2480.2,2464.6,25.8,IH1707|FU|CFFEX,IH1707,2454.4
2017/6/22,2525.0,2471.4,18477.0,IH1707.CFE,11407.0,8549846760.0,2502.2,2474.6,20170622 00:00:00,2489.4,2474.8,9.2,IH1707|FU|CFFEX,IH1707,2480.2
2017/6/23,2517.4,2502.2,17836.0,IH1707.CFE,11037.0,8249789880.0,2503.6,2473.8,20170623 00:00:00,2515.8,2493.8,26.4,IH1707|FU|CFFEX,IH1707,2489.4
2017/6/26,2541.4,2503.6,17986.0,IH1707.CFE,9638.0,7309408200.0,2523.8,2513.8,20170626 00:00:00,2525.4,2516.6,9.6,IH1707|FU|CFFEX,IH1707,2515.8
2017/6/27,2540.0,2523.8,17681.0,IH1707.CFE,8727.0,6603959520.0,2531.8,2509.2,20170627 00:00:00,2535.6,2524.8,10.2,IH1707|FU|CFFEX,IH1707,2525.4
2017/6/28,2540.8,2531.8,17946.0,IH1707.CFE,8596.0,6515198700.0,2523.4,2513.8,20170628 00:00:00,2515.2,2529.0,-20.4,IH1707|FU|CFFEX,IH1707,2535.6
2017/6/29,2536.8,2523.4,17747.0,IH1707.CFE,8631.0,6538219260.0,2531.2,2511.6,20170629 00:00:00,2532.0,2524.6,16.8,IH1707|FU|CFFEX,IH1707,2515.2
2017/6/30,2532.8,2531.2,17173.0,IH1707.CFE,7383.0,5589697020.0,2527.6,2517.0,20170630 00:00:00,2524.0,2519.4,-8.0,IH1707|FU|CFFEX,IH1707,2532.0
2017/7/3,2528.6,2527.6,17154.0,IH1707.CFE,8009.0,6035949300.0,2511.4,2500.8,20170703 00:00:00,2509.0,2528.4,-15.0,IH1707|FU|CFFEX,IH1707,2524.0
2017/7/4,2510.0,2511.4,17130.0,IH1707.CFE,8542.0,6389077860.0,2486.4,2481.8,20170704 00:00:00,2482.6,2510.0,-26.4,IH1707|FU|CFFEX,IH1707,2509.0
2017/7/5,2533.0,2486.4,17140.0,IH1707.CFE,8803.0,6622838760.0,2524.0,2484.0,20170705 00:00:00,2532.0,2487.0,49.4,IH1707|FU|CFFEX,IH1707,2482.6
2017/7/6,2544.8,2524.0,17293.0,IH1707.CFE,9254.0,7010938440.0,2534.2,2512.0,20170706 00:00:00,2531.4,2526.8,-0.6,IH1707|FU|CFFEX,IH1707,2532.0
2017/7/7,2532.0,2534.2,16738.0,IH1707.CFE,7886.0,5968577520.0,2524.8,2515.2,20170707 00:00:00,2523.4,2528.0,-8.0,IH1707|FU|CFFEX,IH1707,2531.4
2017/7/10,2542.8,2524.8,16592.0,IH1707.CFE,7488.0,5691688020.0,2536.4,2516.2,20170710 00:00:00,2536.2,2518.2,12.8,IH1707|FU|CFFEX,IH1707,2523.4
2017/7/11,2586.6,2536.4,17359.0,IH1707.CFE,9687.0,7441041600.0,2574.2,2533.0,20170711 00:00:00,2567.0,2537.0,30.8,IH1707|FU|CFFEX,IH1707,2536.2
2017/7/12,2594.4,2574.2,16514.0,IH1707.CFE,12079.0,9320681040.0,2552.8,2544.2,20170712 00:00:00,2554.4,2566.6,-12.6,IH1707|FU|CFFEX,IH1707,2567.0
2017/7/13,2598.4,2552.8,16115.0,IH1707.CFE,10111.0,7826184360.0,2590.2,2558.2,20170713 00:00:00,2597.6,2565.6,43.2,IH1707|FU|CFFEX,IH1707,2554.4
2017/7/14,2626.6,2590.2,15404.0,IH1707.CFE,9250.0,7227507000.0,2616.0,2590.2,20170714 00:00:00,2626.2,2601.8,28.6,IH1707|FU|CFFEX,IH1707,2597.6
2017/7/17,2664.6,2616.0,15027.0,IH1707.CFE,11279.0,8908979820.0,2636.8,2601.6,20170717 00:00:00,2630.8,2633.0,4.6,IH1707|FU|CFFEX,IH1707,2626.2
2017/7/18,2642.0,2636.8,12263.0,IH1707.CFE,10275.0,8081389380.0,2619.8,2599.0,20170718 00:00:00,2619.2,2628.6,-11.6,IH1707|FU|CFFEX,IH1707,2630.8
2017/7/19,2663.6,2619.8,9551.0,IH1707.CFE,9613.0,7618305420.0,2652.4,2619.6,20170719 00:00:00,2663.2,2625.0,44.0,IH1707|FU|CFFEX,IH1707,2619.2
2017/7/20,2672.6,2652.4,4591.0,IH1707.CFE,7540.0,6012456840.0,2664.0,2647.0,20170720 00:00:00,2670.0,2662.8,6.8,IH1707|FU|CFFEX,IH1707,2663.2
2017/7/21,2664.2,2662.8,14002.0,IH1708.CFE,8525.0,6783518700.0,2645.2,2634.6,20170721 00:00:00,2640.2,2662.4,-29.8,IH1708|FU|CFFEX,IH1708,2668.6
2017/7/24,2671.4,2645.2,15069.0,IH1708.CFE,9592.0,7644545700.0,2663.8,2634.0,20170724 00:00:00,2663.0,2642.0,22.8,IH1708|FU|CFFEX,IH1708,2640.2
2017/7/25,2671.4,2663.8,14631.0,IH1708.CFE,9722.0,7745036940.0,2645.0,2640.2,20170725 00:00:00,2642.8,2662.0,-20.2,IH1708|FU|CFFEX,IH1708,2663.0
2017/7/26,2663.6,2645.0,14849.0,IH1708.CFE,10973.0,8685938940.0,2628.8,2618.8,20170726 00:00:00,2632.0,2646.0,-10.8,IH1708|FU|CFFEX,IH1708,2642.8
2017/7/27,2641.0,2628.8,14572.0,IH1708.CFE,9280.0,7313068980.0,2634.2,2613.8,20170727 00:00:00,2633.0,2630.6,1.0,IH1708|FU|CFFEX,IH1708,2632.0
2017/7/28,2643.0,2634.2,14037.0,IH1708.CFE,7696.0,6078539160.0,2634.8,2620.4,20170728 00:00:00,2635.6,2628.0,2.6,IH1708|FU|CFFEX,IH1708,2633.0
2017/7/31,2648.4,2634.8,14237.0,IH1708.CFE,7321.0,5795734920.0,2640.6,2625.4,20170731 00:00:00,2638.6,2638.8,3.0,IH1708|FU|CFFEX,IH1708,2635.6
2017/8/1,2682.6,2640.6,14798.0,IH1708.CFE,9629.0,7694401740.0,2671.6,2638.0,20170801 00:00:00,2682.0,2646.6,43.4,IH1708|FU|CFFEX,IH1708,2638.6
2017/8/2,2698.2,2671.6,14681.0,IH1708.CFE,8761.0,7064650380.0,2688.4,2679.6,20170802 00:00:00,2686.8,2683.0,4.8,IH1708|FU|CFFEX,IH1708,2682.0
2017/8/3,2695.6,2688.4,14548.0,IH1708.CFE,9551.0,7651009680.0,2653.0,2644.2,20170803 00:00:00,2646.2,2685.8,-40.6,IH1708|FU|CFFEX,IH1708,2686.8
2017/8/4,2657.4,2653.0,14155.0,IH1708.CFE,8246.0,6541400520.0,2635.6,2626.0,20170804 00:00:00,2626.6,2650.0,-19.6,IH1708|FU|CFFEX,IH1708,2646.2
2017/8/7,2644.8,2635.6,13896.0,IH1708.CFE,7867.0,6207189900.0,2637.2,2614.2,20170807 00:00:00,2635.6,2631.4,9.0,IH1708|FU|CFFEX,IH1708,2626.6
2017/8/8,2642.6,2637.2,13992.0,IH1708.CFE,7448.0,5882039820.0,2636.8,2621.4,20170808 00:00:00,2636.8,2637.0,1.2,IH1708|FU|CFFEX,IH1708,2635.6
2017/8/9,2635.2,2636.8,13706.0,IH1708.CFE,7454.0,5873954460.0,2620.8,2616.0,20170809 00:00:00,2617.6,2630.4,-19.2,IH1708|FU|CFFEX,IH1708,2636.8
2017/8/10,2635.6,2620.8,13483.0,IH1708.CFE,10122.0,7935232680.0,2608.8,2588.2,20170810 00:00:00,2607.2,2618.4,-10.4,IH1708|FU|CFFEX,IH1708,2617.6
2017/8/11,2602.2,2608.8,12869.0,IH1708.CFE,9822.0,7609862100.0,2572.0,2561.4,20170811 00:00:00,2563.8,2596.6,-43.4,IH1708|FU|CFFEX,IH1708,2607.2
